Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
481,Mariano Bíttolo\Mariano-Bittolo,ar ARG,DF,Newell's OB,29,1990,23,23,2070,0,7,0,0,3,0,0.00,0.30,0.30,0.00,0.30,Matches
482,Lucas Albertengo\Lucas-Albertengo,ar ARG,FW,Newell's OB,28,1991,21,16,1422,3,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches
483,Alan Aguerre\Alan-Aguerre,ar ARG,GK,Newell's OB,28,1990,23,23,2070,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Federico Vietto\Federico-Vietto,ar ARG,FW,Patronato,21,1998,2,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Bruno Urribarri\Bruno-Urribarri,ar ARG,DFMF,Patronato,32,1986,8,7,603,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Lautaro Torres\Lautaro-Torres,ar ARG,MF,Patronato,22,1996,6,4,371,1,0,0,0,0,1,0.24,0.00,0.24,0.24,0.24,Matches
487,Cristian Tarragona\Cristian-Tarragona,ar ARG,FWMF,Patronato,28,1991,23,21,1949,9,0,0,0,4,0,0.42,0.00,0.42,0.42,0.42,Matches
488,Hugo Silveira\Hugo-Silveira,uy URU,FW,Patronato,26,1993,10,2,271,2,1,0,0,4,1,0.66,0.33,1.00,0.66,1.00,Matches
489,Santiago Rosales\Santiago-Rosales,ar ARG,FWMF,Patronato,24,1995,9,7,579,0,1,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches
490,Oliver Paz Benítez\Oliver-Paz-Benitez,ar ARG,DF,Patronato,28,1991,7,7,630,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
491,Brian Negro\Brian-Negro,ar ARG,DF,Patronato,21,1997,1,1,70,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
492,Dardo Miloc\Dardo-Miloc,ar ARG,MF,Patronato,28,1990,15,12,983,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches
493,Leandro Marín\Leandro-Marin,ar ARG,DF,Patronato,27,1992,11,11,990,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
494,Lucas Mancinelli\Lucas-Mancinelli,ar ARG,MF,Patronato,30,1989,9,4,463,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
495,Federico Mancinelli\Federico-Mancinelli,ar ARG,DF,Patronato,37,1982,18,18,1619,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches
496,Fernando Luna\Fernando-Luna,ar ARG,MF,Patronato,29,1990,6,4,414,0,2,0,0,2,0,0.00,0.43,0.43,0.00,0.43,Matches
497,Damián Lemos\Damian-Lemos,ar ARG,MF,Patronato,30,1989,15,13,1070,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
498,Matías Ibáñez\Matias-Ibanez,ar ARG,GK,Patronato,32,1986,23,23,2070,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Juan Franzoni\Juan-Franzoni,ar ARG,FW,Patronato,28,1990,5,0,47,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
500,Matías Escudero\Matias-Escudero,ar ARG,DF,Patronato,30,1988,10,9,773,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
501,Gabriel Díaz\Gabriel-Diaz,ar ARG,DF,Patronato,29,1989,7,6,538,2,0,0,0,5,1,0.33,0.00,0.33,0.33,0.33,Matches
502,Faustino Dettler\Faustino-Dettler,ar ARG,FW,Patronato,21,1998,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
503,Nicolás Delgadillo\Nicolas-Delgadillo,ar ARG,MF,Patronato,21,1997,10,1,248,0,1,0,0,0,0,0.00,0.36,0.36,0.00,0.36,Matches
504,Pablo Cortizo\Pablo-Cortizo,ar ARG,MF,Patronato,29,1989,3,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
505,Gabriel Compagnucci\Gabriel-Compagnucci,ar ARG,MF,Patronato,27,1991,19,15,1261,0,3,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
506,Lautaro Comas\Lautaro-Comas,ar ARG,MFFW,Patronato,24,1995,14,13,1087,2,1,0,0,5,1,0.17,0.08,0.25,0.17,0.25,Matches
507,Cristian Chimino\Cristian-Chimino,ar ARG,DF,Patronato,31,1988,19,19,1700,2,0,1,1,4,1,0.11,0.00,0.11,0.05,0.05,Matches
508,Julián Chicco\Julian-Chicco,ar ARG,MF,Patronato,21,1998,15,13,1039,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
509,Santiago Briñone\Santiago-Brinone,ar ARG,MF,Patronato,22,1996,5,2,162,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
510,José Barreto\Jose-Barreto,ar ARG,FW,Patronato,19,2000,8,1,146,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
511,Gabriel Ávalos\Gabriel-Avalos,py PAR,FWMF,Patronato,28,1990,22,22,1881,3,4,0,1,4,0,0.14,0.19,0.33,0.14,0.33,Matches
512,Martin Aruga\Martin-Aruga,ar ARG,DF,Patronato,20,1998,2,2,156,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Walter Andrade\Walter-Andrade,ar ARG,DF,Patronato,34,1984,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Mathías Abero\Mathias-Abero,uy URU,DF,Patronato,29,1990,14,14,1260,0,3,0,0,8,0,0.00,0.21,0.21,0.00,0.21,Matches
515,Federico Zaracho\Federico-Zaracho,ar ARG,MF,Racing Club,21,1998,19,19,1596,4,1,0,0,6,1,0.23,0.06,0.28,0.23,0.28,Matches
516,Alexis Soto\Alexis-Soto,ar ARG,DF,Racing Club,25,1993,11,8,763,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
517,Augusto Solari\Augusto-Solari,ar ARG,MF,Racing Club,27,1992,4,4,314,1,0,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
518,Leonardo Sigali\Leonardo-Sigali,ar ARG,DF,Racing Club,32,1987,14,12,1050,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
519,Matías Rojas\Matias-Rojas,py PAR,MF,Racing Club,23,1995,22,17,1398,1,3,0,0,4,0,0.06,0.19,0.26,0.06,0.26,Matches
520,Nicolás Reniero\Nicolas-Reniero,ar ARG,FW,Racing Club,24,1995,10,7,551,2,1,0,0,0,0,0.33,0.16,0.49,0.33,0.49,Matches
521,Iván Pillud\Ivan-Pillud,ar ARG,DF,Racing Club,33,1986,21,21,1764,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches
522,Lucas Orbán\Lucas-Orban,ar ARG,DF,Racing Club,30,1989,8,4,447,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Walter Montoya\Walter-Montoya,ar ARG,MFDF,Racing Club,26,1993,20,13,1215,0,3,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
524,Leonel Miranda\Leonel-Miranda,ar ARG,MF,Racing Club,25,1994,7,7,604,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches
525,Eugenio Mena\Eugenio-Mena,cl CHI,DF,Racing Club,31,1988,16,16,1440,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
526,Mauricio Martínez\Mauricio-Martinez,ar ARG,DFMF,Racing Club,26,1993,13,9,832,2,0,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Matches
527,Lisandro López\Lisandro-Lopez,ar ARG,FW,Racing Club,36,1983,20,18,1578,4,1,2,2,3,0,0.23,0.06,0.29,0.11,0.17,Matches
528,Javier Hernán García\Javier-Hernan-Garcia,ar ARG,GK,Racing Club,32,1987,2,1,138,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Diego González\Diego-Gonzalez,ar ARG,MF,Racing Club,31,1988,7,4,420,2,0,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
530,Benjamín Garré\Benjamin-Garre,ar ARG,MF,Racing Club,19,2000,2,1,92,0,1,0,0,0,0,0.00,0.98,0.98,0.00,0.98,Matches
531,Iván Gabriel Maggi\Ivan-Gabriel-Maggi,ar ARG,FW,Racing Club,20,1999,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Héctor Fértoli\Hector-Fertoli,ar ARG,MFFW,Racing Club,24,1994,4,3,276,1,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
533,Alejandro Donatti\Alejandro-Donatti,ar ARG,DF,Racing Club,32,1986,11,9,858,0,2,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
534,Nery Domínguez\Nery-Dominguez,ar ARG,DFMF,Racing Club,29,1990,18,17,1443,1,0,0,0,7,1,0.06,0.00,0.06,0.06,0.06,Matches
535,Marcelo Díaz\Marcelo-Diaz,cl CHI,MF,Racing Club,32,1986,16,15,1301,1,0,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
536,Darío Cvitanich\Dario-Cvitanich,ar ARG,FW,Racing Club,35,1984,17,7,780,3,2,1,1,2,0,0.35,0.23,0.58,0.23,0.46,Matches
537,Jonatan Cristaldo\Jonatan-Cristaldo,ar ARG,FW,Racing Club,30,1989,15,8,804,3,1,0,0,3,1,0.34,0.11,0.45,0.34,0.45,Matches
538,José Luis Rodríguez Bebanz\Jose-Luis-Rodriguez-Bebanz,uy URU,DF,Racing Club,22,1997,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
539,David Barbona\David-Barbona,ar ARG,MFFW,Racing Club,24,1995,14,9,684,0,2,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches
540,Tiago Banega\Tiago-Banega,ar ARG,MF,Racing Club,20,1999,4,2,162,1,0,0,0,1,0,0.56,0.00,0.56,0.56,0.56,Matches
541,Gabriel Arias\Gabriel-Arias,cl CHI,GK,Racing Club,31,1987,22,22,1929,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
542,Luca Andrada\Luca-Andrada,ar ARG,MF,Racing Club,18,2001,2,0,73,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Carlos Alcaraz\Carlos-Alcaraz,ar ARG,DF,Racing Club,16,2002,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
544,Bruno Zuculini\Bruno-Zuculini,ar ARG,MF,River Plate,26,1993,6,3,341,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Matías Suárez\Matias-Suarez,ar ARG,FW,River Plate,31,1988,21,19,1506,7,6,0,0,3,0,0.42,0.36,0.78,0.42,0.78,Matches
546,Santiago Sosa\Santiago-Sosa,ar ARG,MF,River Plate,20,1999,2,2,158,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
547,Ignacio Scocco\Ignacio-Scocco,ar ARG,FW,River Plate,34,1985,19,4,622,6,1,0,0,3,0,0.87,0.14,1.01,0.87,1.01,Matches
548,Benjamín Rollheiser\Benjamin-Rollheiser,ar ARG,MF,River Plate,19,2000,3,1,92,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
549,Robert Rojas\Robert-Rojas,py PAR,DF,River Plate,23,1996,13,13,1170,1,0,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
550,Juan Quintero\Juan-Quintero,co COL,MF,River Plate,26,1993,12,1,393,1,1,1,2,1,0,0.23,0.23,0.46,0.00,0.23,Matches
551,Lucas Pratto\Lucas-Pratto,ar ARG,FW,River Plate,31,1988,17,4,514,0,2,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matches
552,Leonardo Ponzio\Leonardo-Ponzio,ar ARG,MF,River Plate,37,1982,4,3,260,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
553,Javier Pinola\Javier-Pinola,ar ARG,DF,River Plate,36,1983,15,14,1167,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
554,Enzo Pérez\Enzo-Perez,ar ARG,MF,River Plate,33,1986,18,18,1531,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
555,Exequiel Palacios\Exequiel-Palacios,ar ARG,MF,River Plate,20,1998,15,12,1068,1,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,Matches
556,Gonzalo Montiel\Gonzalo-Montiel,ar ARG,DFMF,River Plate,22,1997,19,19,1694,0,2,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
557,Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,River Plate,23,1996,19,19,1647,0,1,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches
558,Elías López\Elias-Lopez,ar ARG,DF,River Plate,19,2000,3,3,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Nahuel Gallardo\Nahuel-Gallardo,ar ARG,DF,River Plate,21,1998,2,2,153,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
560,Cristian Ferreira\Cristian-Ferreira,ar ARG,MF,River Plate,19,1999,7,1,216,0,1,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches
561,Ignacio Fernández\Ignacio-Fernandez,ar ARG,MF,River Plate,29,1990,18,18,1567,5,3,2,2,5,0,0.29,0.17,0.46,0.17,0.34,Matches
562,Paulo Díaz\Paulo-Diaz,cl CHI,DF,River Plate,25,1994,10,9,767,0,1,0,0,1,1,0.00,0.12,0.12,0.00,0.12,Matches
563,Nicolás De La Cruz\Nicolas-De-La-Cruz,uy URU,MF,River Plate,22,1997,17,16,1342,4,5,0,1,4,1,0.27,0.34,0.60,0.27,0.60,Matches
564,Milton Casco\Milton-Casco,ar ARG,DFMF,River Plate,31,1988,19,19,1707,1,2,0,0,4,0,0.05,0.11,0.16,0.05,0.16,Matches
565,Jorge Carrascal\Jorge-Carrascal,co COL,MFFW,River Plate,21,1998,8,4,374,2,0,0,0,1,0,0.48,0.00,0.48,0.48,0.48,Matches
566,Rafael Borré\Rafael-Borre,co COL,FW,River Plate,23,1995,20,18,1358,12,1,1,3,5,0,0.80,0.07,0.86,0.73,0.80,Matches
567,Enrique Bologna\Enrique-Bologna,ar ARG,GK,River Plate,37,1982,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
568,Franco Armani\Franco-Armani,ar ARG,GK,River Plate,32,1986,21,21,1890,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
569,Fabrizio Angileri\Fabrizio-Angileri,ar ARG,MFDF,River Plate,25,1994,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Julián Álvarez\Julian-Alvarez,ar ARG,FWMF,River Plate,19,2000,7,4,390,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
571,Diego Zabala\Diego-Zabala,uy URU,MF,Rosario Cent,27,1991,20,14,1163,2,2,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches
572,Rodrigo Villagra\Rodrigo-Villagra,ar ARG,MF,Rosario Cent,,,1,0,15,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Marco Ruben\Marco-Ruben,ar ARG,FW,Rosario Cent,32,1986,7,7,613,4,0,1,1,1,0,0.59,0.00,0.59,0.44,0.44,Matches
574,Ciro Rius\Ciro-Rius,ar ARG,MF,Rosario Cent,30,1988,23,23,2053,4,1,0,0,2,0,0.18,0.04,0.22,0.18,0.22,Matches
575,Fabián Rinaudo\Fabian-Rinaudo,ar ARG,MF,Rosario Cent,32,1987,22,22,1980,2,2,0,0,8,0,0.09,0.09,0.18,0.09,0.18,Matches
576,Sebastián Ribas\Sebastian-Ribas,uy URU,FW,Rosario Cent,31,1988,20,7,811,3,1,1,1,1,0,0.33,0.11,0.44,0.22,0.33,Matches
577,Claudio Riaño\Claudio-Riano,ar ARG,FW,Rosario Cent,30,1988,17,13,1072,3,1,0,0,0,0,0.25,0.08,0.34,0.25,0.34,Matches
578,Joaquín Pereyra\Joaquin-Pereyra,ar ARG,MF,Rosario Cent,20,1998,17,5,607,0,1,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
579,Alfonso Parot\Alfonso-Parot,cl CHI,DF,Rosario Cent,30,1988,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
580,Néstor Ortigoza\Nestor-Ortigoza,py PAR,MF,Rosario Cent,34,1984,2,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
581,Pedro Ojeda\Pedro-Ojeda,ar ARG,MF,Rosario Cent,21,1997,11,8,662,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
582,Diego Novaretti\Diego-Novaretti,ar ARG,DF,Rosario Cent,34,1985,17,16,1431,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
583,Nahuel Molina\Nahuel-Molina,ar ARG,DF,Rosario Cent,21,1997,16,16,1440,1,3,0,0,0,0,0.06,0.19,0.25,0.06,0.25,Matches
584,Federico Martínez\Federico-Martinez,uy URU,MFFW,Rosario Cent,23,1996,2,2,129,0,1,0,0,0,0,0.00,0.70,0.70,0.00,0.70,Matches
585,Damián Martínez\Damian-Martinez,ar ARG,DF,Rosario Cent,29,1990,6,6,540,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
586,Alan Marinelli\Alan-Marinelli,ar ARG,FW,Rosario Cent,20,1999,4,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
587,Maximiliano Lovera\Maximiliano-Lovera,ar ARG,MFFW,Rosario Cent,20,1999,4,4,263,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches
588,Francesco Lo Celso\Francesco-Lo-Celso,ar ARG,MF,Rosario Cent,19,2000,1,0,12,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
589,Jeremías Ledesma\Jeremias-Ledesma,ar ARG,GK,Rosario Cent,26,1993,23,23,2070,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
590,Joaquín Laso\Joaquin-Laso,ar ARG,DF,Rosario Cent,29,1990,4,4,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
591,Cristian González\Cristian-Gonzalez,uy URU,DF,Rosario Cent,23,1996,2,1,163,1,0,0,0,0,0,0.55,0.00,0.55,0.55,0.55,Matches
592,Leonardo Gil\Leonardo-Gil,ar ARG,MF,Rosario Cent,28,1991,16,16,1294,1,3,0,0,1,0,0.07,0.21,0.28,0.07,0.28,Matches
593,Lucas Gamba\Lucas-Gamba,ar ARG,MFFW,Rosario Cent,32,1987,22,15,1366,3,3,0,0,2,0,0.20,0.20,0.40,0.20,0.40,Matches
594,Nicolás Colazo\Nicolas-Colazo,ar ARG,DFMF,Rosario Cent,29,1990,9,5,461,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Matías Caruzzo\Matias-Caruzzo,ar ARG,DF,Rosario Cent,34,1984,11,11,990,1,0,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
596,Emanuel Brítez\Emanuel-Britez,ar ARG,DF,Rosario Cent,27,1992,22,22,1980,1,0,0,0,9,0,0.05,0.00,0.05,0.05,0.05,Matches
597,Miguel Barbieri\Miguel-Barbieri,ar ARG,DF,Rosario Cent,25,1993,11,11,971,0,1,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
598,Facundo Almada\Facundo-Almada,ar ARG,DF,Rosario Cent,21,1998,3,2,175,1,0,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches
599,Agustín Allione\Agustin-Allione,ar ARG,MF,Rosario Cent,24,1994,5,0,64,0,1,0,0,0,0,0.00,1.41,1.41,0.00,1.41,Matches
600,Jonás Aguirre\Jonas-Aguirre,ar ARG,MF,Rosario Cent,27,1992,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
601,Santiago Vergini\Santiago-Vergini,ar ARG,DF,San Lorenzo,30,1988,5,4,342,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
602,Sebastián Torrico\Sebastian-Torrico,ar ARG,GK,San Lorenzo,39,1980,12,12,1080,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
603,Luis Sequeira\Luis-Sequeira,ar ARG,MF,San Lorenzo,16,2003,2,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
604,Marcos Senesi\Marcos-Senesi,ar ARG,DF,San Lorenzo,22,1997,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
605,Óscar Romero\Oscar-Romero,py PAR,MFFW,San Lorenzo,27,1992,21,13,1257,2,3,0,0,4,0,0.14,0.21,0.36,0.14,0.36,Matches
606,Ángel Romero\Angel-Romero,py PAR,FWMF,San Lorenzo,27,1992,20,19,1590,4,5,1,1,4,0,0.23,0.28,0.51,0.17,0.45,Matches
607,Gonzalo Rodríguez\Gonzalo-Rodriguez,ar ARG,DF,San Lorenzo,35,1984,9,7,742,1,0,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
608,Diego Rodríguez\Diego-Rodriguez,uy URU,MF,San Lorenzo,29,1989,6,4,383,1,0,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
609,Nicolás Reniero\Nicolas-Reniero,ar ARG,MF,San Lorenzo,24,1995,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
610,Juan Ramírez\Juan-Ramirez,ar ARG,MF,San Lorenzo,26,1993,16,13,1077,1,0,0,0,4,1,0.08,0.00,0.08,0.08,0.08,Matches
611,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,San Lorenzo,26,1993,19,19,1570,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
612,Mauro Pittón\Mauro-Pitton,ar ARG,MF,San Lorenzo,24,1994,8,3,412,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Bruno Pittón\Bruno-Pitton,ar ARG,DFMF,San Lorenzo,26,1993,21,21,1890,7,1,0,0,1,0,0.33,0.05,0.38,0.33,0.38,Matches
614,Ignacio Piatti\Ignacio-Piatti,ar ARG,MF,San Lorenzo,34,1985,3,2,146,0,1,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
615,Gino Peruzzi\Gino-Peruzzi,ar ARG,DF,San Lorenzo,27,1992,8,8,692,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
616,Elías Pereyra\Elias-Pereyra,ar ARG,DF,San Lorenzo,20,1999,1,1,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
617,Mariano Peralta\Mariano-Peralta,ar ARG,FW,San Lorenzo,21,1998,1,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
618,Agustín Peralta\Agustin-Peralta,ar ARG,DF,San Lorenzo,19,2000,1,0,18,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
619,Julián Palacios\Julian-Palacios,ar ARG,MF,San Lorenzo,20,1999,10,5,416,1,0,0,0,3,0,0.22,0.00,0.22,0.22,0.22,Matches
620,Nicolás Navarro\Nicolas-Navarro,ar ARG,GK,San Lorenzo,34,1985,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Lucas Menossi\Lucas-Menossi,ar ARG,MF,San Lorenzo,27,1992,14,10,882,0,1,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches
622,Emanuel Maciel\Emanuel-Maciel,ar ARG,MF,San Lorenzo,22,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
623,Manuel Insaurralde\Manuel-Insaurralde,ar ARG,MF,San Lorenzo,20,1999,1,0,30,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
624,Marcelo Herrera\Marcelo-Herrera,ar ARG,DFMF,San Lorenzo,20,1998,12,11,999,1,3,0,0,5,0,0.09,0.27,0.36,0.09,0.36,Matches
625,Agustin Hausch\Agustin-Hausch,ar ARG,FW,San Lorenzo,16,2003,1,0,45,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
626,Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,San Lorenzo,20,1999,12,7,652,5,0,0,0,0,0,0.69,0.00,0.69,0.69,0.69,Matches
627,Héctor Fértoli\Hector-Fertoli,ar ARG,MF,San Lorenzo,24,1994,2,2,167,0,1,0,0,0,0,0.00,0.54,0.54,0.00,0.54,Matches
628,Gianluca Ferrari\Gianluca-Ferrari,ar ARG,DF,San Lorenzo,22,1997,6,6,471,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
629,Nicolás Fernández\Nicolas-Fernandez,ar ARG,FW,San Lorenzo,23,1996,4,4,267,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
630,Víctor Ezequiel Salazar\Victor-Ezequiel-Salazar,ar ARG,DF,San Lorenzo,26,1993,5,5,388,0,2,0,0,2,0,0.00,0.46,0.46,0.00,0.46,Matches
631,Alejandro Donatti\Alejandro-Donatti,ar ARG,DF,San Lorenzo,32,1986,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Alexander Díaz\Alexander-Diaz,ar ARG,FW,San Lorenzo,19,2000,8,2,294,0,1,0,0,1,0,0.00,0.31,0.31,0.00,0.31,Matches
633,Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DF,San Lorenzo,37,1982,16,16,1345,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,Matches
634,Ezequiel Cerutti\Ezequiel-Cerutti,ar ARG,MFFW,San Lorenzo,27,1992,4,2,192,0,1,0,0,1,0,0.00,0.47,0.47,0.00,0.47,Matches
635,Rubén Botta\Ruben-Botta,ar ARG,MF,San Lorenzo,29,1990,1,1,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
636,Nicolás Blandi\Nicolas-Blandi,ar ARG,FW,San Lorenzo,29,1990,8,3,280,3,0,1,1,1,0,0.96,0.00,0.96,0.64,0.64,Matches
637,Fernando Belluschi\Fernando-Belluschi,ar ARG,MF,San Lorenzo,35,1983,9,9,645,1,2,0,0,1,0,0.14,0.28,0.42,0.14,0.42,Matches
638,Nahuel Barrios\Nahuel-Barrios,ar ARG,MF,San Lorenzo,21,1998,9,5,541,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
639,Adam Bareiro\Adam-Bareiro,py PAR,FW,San Lorenzo,23,1996,11,6,533,2,0,0,1,3,0,0.34,0.00,0.34,0.34,0.34,Matches
640,Ramón Arias\Ramon-Arias,uy URU,DF,San Lorenzo,27,1992,11,9,883,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
641,Diego Valoyes\Diego-Valoyes,co COL,MFFW,Talleres,22,1996,14,6,603,1,1,0,0,4,1,0.15,0.15,0.30,0.15,0.30,Matches
642,Mauro Valiente\Mauro-Valiente,ar ARG,FW,Talleres,19,2000,2,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
643,Nahuel Tenaglia\Nahuel-Tenaglia,ar ARG,DF,Talleres,23,1996,22,21,1899,2,0,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
